        -1         -1    1.09868
     -0.75         -1          1
      -0.5         -1   0.899454
     -0.25         -1   0.800243
         0         -1   0.707107
      0.25         -1   0.624811
       0.5         -1   0.555893
      0.75         -1        0.5
         1         -1    0.45509
        -1      -0.75    1.06066
     -0.75      -0.75          0
      -0.5      -0.75          0
     -0.25      -0.75          0
         0      -0.75          0
      0.25      -0.75          0
       0.5      -0.75          0
      0.75      -0.75          0
         1      -0.75   0.353553
        -1       -0.5    1.02909
     -0.75       -0.5          0
      -0.5       -0.5          0
     -0.25       -0.5          0
         0       -0.5          0
      0.25       -0.5          0
       0.5       -0.5          0
      0.75       -0.5          0
         1       -0.5   0.242934
        -1      -0.25    1.00766
     -0.75      -0.25          0
      -0.5      -0.25          0
     -0.25      -0.25          0
         0      -0.25          0
      0.25      -0.25          0
       0.5      -0.25          0
      0.75      -0.25          0
         1      -0.25   0.124049
        -1          0          1
     -0.75          0          0
      -0.5          0          0
     -0.25          0          0
         0          0          0
      0.25          0          0
       0.5          0          0
      0.75          0          0
         1          0          0
        -1       0.25    1.00766
     -0.75       0.25          0
      -0.5       0.25          0
     -0.25       0.25          0
         0       0.25          0
      0.25       0.25          0
       0.5       0.25          0
      0.75       0.25          0
         1       0.25   0.124049
        -1        0.5    1.02909
     -0.75        0.5          0
      -0.5        0.5          0
     -0.25        0.5          0
         0        0.5          0
      0.25        0.5          0
       0.5        0.5          0
      0.75        0.5          0
         1        0.5   0.242934
        -1       0.75    1.06066
     -0.75       0.75          0
      -0.5       0.75          0
     -0.25       0.75          0
         0       0.75          0
      0.25       0.75          0
       0.5       0.75          0
      0.75       0.75          0
         1       0.75   0.353553
        -1          1    1.09868
     -0.75          1          1
      -0.5          1   0.899454
     -0.25          1   0.800243
         0          1   0.707107
      0.25          1   0.624811
       0.5          1   0.555893
      0.75          1        0.5
         1          1    0.45509
